DÖNEM,DERS,DERS NO,BÖLÜM,GÜN,BAŞLANGIÇ SAATİ,BİTİŞ SAATİ,ODA KODU
201710,PE,105,A,Salı,15:40,17:30,
201710,ENTR,401,A,Cuma,09:40,12:30,CK.EF_AB1.233
201710,MATH,104,A,Çarşamba,10:40,12:30,CK.EF_AB1.238
201710,IE,401,A,Çarşamba,18:40,21:30,CK.EF_AB1.238
201710,IE,401,A,Çarşamba,18:40,21:30,CK.EF_AB1.238
201710,IE,401,A,Çarşamba,18:40,21:30,CK.EF_AB1.238
201710,IE,401,A,Çarşamba,18:40,21:30,CK.EF_AB1.238
201710,IE,401,A,Çarşamba,18:40,21:30,CK.EF_AB1.238
201710,IE,401,A,Çarşamba,18:40,21:30,CK.EF_AB1.238
201710,IE,401,A,Çarşamba,18:40,21:30,CK.EF_AB1.238
201710,IE,401,A,Çarşamba,18:40,21:30,CK.EF_AB1.238
201710,IE,401,A,Çarşamba,18:40,21:30,CK.EF_AB1.238
201710,IE,401,A,Çarşamba,18:40,21:30,CK.EF_AB1.238
201710,IE,401,A,Çarşamba,18:40,21:30,CK.EF_AB1.238
201710,IE,401,A,Çarşamba,18:40,21:30,CK.EF_AB1.238
201710,SEC,402,A,Cuma,09:40,12:30,CK.EF_AB1.238
201710,PHYS,102,B,Salı,10:40,12:30,CK.EF_AB1.238
201710,PHYS,102,A,Salı,12:40,14:30,CK.EF_AB1.238
201710,MATH,112,A,Perşembe,10:40,12:30,CK.EF_AB1.238
201710,MATH,112,A,Pazartesi,08:40,10:30,CK.EF_AB1.238
201710,MATH,104R,B,Perşembe,12:40,14:30,CK.EF_AB1.238
201710,MATH,104R,A,Perşembe,14:40,16:30,CK.EF_AB1.238
201710,MATH,104,B,Çarşamba,14:40,16:30,CK.EF_AB1.238
201710,MATH,104,B,Pazartesi,10:40,12:30,CK.EF_AB1.238
201710,MATH,104,A,Pazartesi,14:40,16:30,CK.EF_AB1.238
201710,HUK,424,A,Perşembe,16:40,18:30,CK.EF_AB1.238
201710,HUK,412,A,Çarşamba,12:40,14:30,CK.EF_AB1.238
201710,HUK,412,A,Pazartesi,12:40,14:30,CK.EF_AB1.238
201710,HUK,303,A,Salı,08:40,10:30,CK.EF_AB1.238
201710,EE,202,A,Salı,14:40,17:30,CK.EF_AB1.238
201710,PSY,105,A,Çarşamba,09:40,10:30,CK.EF_AB1.237
201710,PSY,105,A,Pazartesi,12:40,14:30,CK.EF_AB1.237
201710,ME,373,A,Çarşamba,12:40,14:30,CK.EF_AB1.237
201710,MATH,215R,A,Cuma,08:40,10:30,CK.EF_AB1.237
201710,MATH,215,A,Salı,09:40,12:30,CK.EF_AB1.237
201710,MATH,211,A,Perşembe,10:40,12:30,CK.EF_AB1.237
201710,MATH,211,A,Salı,16:40,18:30,CK.EF_AB1.237
201710,MATH,113,A,Çarşamba,14:40,16:30,CK.EF_AB1.237
201710,MATH,113,A,Pazartesi,10:40,12:30,CK.EF_AB1.237
201710,MATH,112,B,Cuma,14:40,16:30,CK.EF_AB1.237
201710,MATH,112,B,Perşembe,08:40,10:30,CK.EF_AB1.237
201710,MATH,103R,B,Perşembe,14:40,16:30,CK.EF_AB1.237
201710,MATH,103R,A,Perşembe,12:40,14:30,CK.EF_AB1.237
201710,MATH,103,B,Çarşamba,10:40,12:30,CK.EF_AB1.237
201710,MATH,103,B,Pazartesi,14:40,16:30,CK.EF_AB1.237
201710,MATH,103,A,Çarşamba,14:40,16:30,CK.EF_AB1.237
201710,MATH,103,A,Pazartesi,10:40,12:30,CK.EF_AB1.237
201710,EE,201,A,Cuma,16:40,18:30,CK.EF_AB1.237
201710,EE,201,A,Pazartesi,16:40,18:30,CK.EF_AB1.237
201710,CS,100,D,Salı,12:40,14:30,CK.EF_AB1.237
201710,CS,100,A,Salı,14:40,16:30,CK.EF_AB1.237
201710,MKTG,315,B,Pazartesi,12:40,15:30,CK.EF_AB1.233
201710,MGMT,401,A,Cuma,09:40,12:30,CK.EF_AB1.233
201710,ME,321,A,Çarşamba,08:40,09:30,CK.EF_AB1.233
201710,ME,321,A,Salı,08:40,11:30,CK.EF_AB1.233
201710,IE,391,B,Çarşamba,13:40,16:30,CK.EF_AB1.233
201710,IE,391,A,Çarşamba,10:40,13:30,CK.EF_AB1.233
201710,IE,320,A,Pazartesi,15:40,18:30,CK.EF_AB1.233
201710,FIN,202,A,Perşembe,08:40,09:30,CK.EF_AB1.233
201710,FIN,202,A,Salı,11:40,14:30,CK.EF_AB1.233
201710,ME,312,A,Çarşamba,14:40,17:30,CK.EF_AB1.232
201710,CS,445,A,Salı,15:40,18:30,CK.EF_AB1.233
201710,CS,434,A,Perşembe,15:40,18:30,CK.EF_AB1.233
201710,CS,101,B,Cuma,14:40,17:30,CK.EF_AB1.233
201710,CS,101,B,Perşembe,12:40,14:30,CK.EF_AB1.233
201710,ME,432,A,Salı,13:40,16:30,CK.EF_AB1.231
201710,GARM,114,A,Cuma,08:40,11:30,CK.EF_AB1.231
201710,IE,462,A,Pazartesi,10:40,13:30,CK.EF_AB1.231
201710,EE,303,A,Salı,15:40,18:30,CK.EF_AB1.407
201710,CS,454,A,Çarşamba,10:40,13:30,CK.EF_AB1.231
201710,CS,447,A,Perşembe,11:40,14:30,CK.EF_AB1.231
201710,CE,307,A,Cuma,14:40,16:30,CK.EF_AB1.231
201710,CE,307,A,Çarşamba,14:40,16:30,CK.EF_AB1.231
201710,MATH,211,D,Pazartesi,08:40,10:30,CK.EF_AB1.225
201710,SEC,302,A,Perşembe,13:40,15:30,CK.EF_AB1.225
201710,PSY,101,A,Perşembe,10:40,13:30,CK.EF_AB1.225
201710,MATH,216,A,Çarşamba,08:40,10:30,CK.EF_AB1.225
201710,MATH,216,A,Salı,08:40,11:30,CK.EF_AB1.225
201710,MATH,212,B,Çarşamba,14:40,16:30,CK.EF_AB1.225
201710,MATH,212,B,Pazartesi,10:40,12:30,CK.EF_AB1.225
201710,MATH,212,A,Çarşamba,10:40,12:30,CK.EF_AB1.225
201710,MATH,212,A,Pazartesi,14:40,16:30,CK.EF_AB1.225
201710,IE,342,A,Salı,12:40,15:30,CK.EF_AB1.225
201710,IE,304,A,Salı,15:40,18:30,CK.EF_AB1.225
201710,IE,201,A,Perşembe,15:40,18:30,CK.EF_AB1.225
201710,IE,201,A,Çarşamba,16:40,18:30,CK.EF_AB1.225
201710,HIST,104,D,Cuma,09:40,12:30,CK.EF_AB1.225
201710,CHEM,111,A,Çarşamba,12:40,14:30,CK.EF_AB1.225
201710,CHEM,111,A,Pazartesi,12:40,14:30,CK.EF_AB1.225
201710,PHYS,104L,A,Perşembe,12:40,14:30,CK.EF_AB1.B06
201710,PHYS,103L,A,Perşembe,16:40,18:30,CK.EF_AB1.B06
201710,PHYS,102L,B3,Cuma,08:40,10:30,CK.EF_AB1.B06
201710,PHYS,102L,B1,Cuma,08:40,10:30,CK.EF_AB1.B06
201710,PHYS,102L,A3,Çarşamba,08:40,10:30,CK.EF_AB1.B06
201710,PHYS,102L,A1,Çarşamba,08:40,10:30,CK.EF_AB1.B06
201710,PHYS,101L,E1,Cuma,14:40,16:30,CK.EF_AB1.B06
201710,PHYS,101L,D3,Perşembe,08:40,10:30,CK.EF_AB1.B06
201710,PHYS,101L,D1,Perşembe,08:40,10:30,CK.EF_AB1.B06
201710,PHYS,101L,C3,Perşembe,10:40,12:30,CK.EF_AB1.B06
201710,PHYS,101L,C1,Perşembe,10:40,12:30,CK.EF_AB1.B06
201710,PHYS,101L,B3,Perşembe,14:40,16:30,CK.EF_AB1.B06
201710,PHYS,101L,B1,Perşembe,14:40,16:30,CK.EF_AB1.B06
201710,PHYS,101L,A3,Cuma,10:40,12:30,CK.EF_AB1.B06
201710,PHYS,101L,A1,Cuma,10:40,12:30,CK.EF_AB1.B06
201710,ME,391,A,Perşembe,12:40,15:30,CK.EF_AB1.B07
201710,ME,301L,B,Çarşamba,09:40,12:30,CK.EF_AB1.B07
201710,ME,301L,A,Perşembe,15:40,18:30,CK.EF_AB1.B07
201710,CS,101,A,Salı,14:40,16:30,CK.EF_AB1.408
201710,CE,441,A,Çarşamba,18:40,20:30,CK.EF_AB1.408
201710,CE,441,A,Çarşamba,18:40,20:30,CK.EF_AB1.408
201710,CE,441,A,Çarşamba,18:40,20:30,CK.EF_AB1.408
201710,CE,441,A,Çarşamba,18:40,20:30,CK.EF_AB1.408
201710,CE,441,A,Çarşamba,18:40,20:30,CK.EF_AB1.408
201710,CE,441,A,Çarşamba,18:40,20:30,CK.EF_AB1.408
201710,CE,441,A,Çarşamba,18:40,20:30,CK.EF_AB1.408
201710,CE,441,A,Çarşamba,18:40,20:30,CK.EF_AB1.408
201710,CE,441,A,Çarşamba,18:40,20:30,CK.EF_AB1.408
201710,CE,441,A,Pazartesi,18:40,20:30,CK.EF_AB1.408
201710,CE,441,A,Pazartesi,18:40,20:30,CK.EF_AB1.408
201710,CE,441,A,Pazartesi,18:40,20:30,CK.EF_AB1.408
201710,CE,441,A,Pazartesi,18:40,20:30,CK.EF_AB1.408
201710,CE,441,A,Pazartesi,18:40,20:30,CK.EF_AB1.408
201710,CE,441,A,Pazartesi,18:40,20:30,CK.EF_AB1.408
201710,CE,441,A,Pazartesi,18:40,20:30,CK.EF_AB1.408
201710,CE,441,A,Pazartesi,18:40,20:30,CK.EF_AB1.408
201710,CE,441,A,Pazartesi,18:40,20:30,CK.EF_AB1.408
201710,CE,112,B,Perşembe,08:40,10:30,CK.EF_AB1.408
201710,CE,112,B,Salı,08:40,10:30,CK.EF_AB1.408
201710,CE,302,B,Pazartesi,09:40,11:30,CK.EF_AB1.407
201710,CE,302,A,Perşembe,10:40,12:30,CK.EF_AB1.407
201710,SOC,201,B,Çarşamba,08:40,11:30,CK.EF_AB1.407
201710,IE,301,B,Çarşamba,13:40,15:30,CK.EF_AB1.407
201710,IE,301,B,Pazartesi,14:40,17:30,CK.EF_AB1.407
201710,IE,301,A,Cuma,14:40,16:30,CK.EF_AB1.407
201710,IE,301,A,Perşembe,14:40,17:30,CK.EF_AB1.407
201710,EE,341L,A,Cuma,08:40,11:30,CK.EF_AB1.240
201710,CS,423,A,Cuma,09:40,12:30,CK.EF_AB1.407
201710,CS,402,A,Pazartesi,18:40,19:30,CK.EF_AB1.407
201710,CS,401,A,Çarşamba,18:40,19:30,CK.EF_AB1.407
201710,CS,320,A,Çarşamba,15:40,18:30,CK.EF_AB1.407
201710,CE,302,B,Salı,10:40,12:30,CK.EF_AB1.407
201710,CE,302,A,Pazartesi,12:40,14:30,CK.EF_AB1.407
201710,ME,256L,B2,Cuma,08:40,10:30,CK.EF_AB1.236
201710,ME,256L,B1,Cuma,08:40,10:30,CK.EF_AB1.236
201710,ME,256L,A2,Perşembe,08:40,10:30,CK.EF_AB1.236
201710,ME,256L,A1,Perşembe,08:40,10:30,CK.EF_AB1.236
201710,PSY,329,A,Salı,08:40,11:30,CK.EF_AB1.239
201710,HMAN,205,A,Çarşamba,11:40,12:30,CK.EF_AB1.239
201710,EE,341L,B,Çarşamba,09:40,12:30,CK.EF_AB1.240
201710,ME,301L,A,Perşembe,15:40,18:30,CK.EF_AB1.221
201710,ME,432,A,Salı,13:40,16:30,CK.EF_AB1.221
201710,ME,301L,B,Çarşamba,09:40,12:30,CK.EF_AB1.221
201710,MIS,100,A,Çarşamba,12:40,15:30,CK.EF_AB1.246
201710,CE,467,A,Çarşamba,16:40,19:30,CK.EF_AB1.246
201710,EE,341,A,Salı,08:40,10:30,CK.EF_AB1.246
201710,ENG,106,A,Pazartesi,12:40,15:30,CK.EF_AB1.246
201710,ME,471,A,Perşembe,11:40,12:30,CK.EF_AB1.246
201710,ME,471,A,Pazartesi,10:40,12:30,CK.EF_AB1.246
201710,ME,301,A,Salı,16:40,18:30,CK.EF_AB1.246
201710,IE,402,A,Pazartesi,18:40,21:30,CK.EF_AB1.246
201710,IE,402,A,Pazartesi,18:40,21:30,CK.EF_AB1.246
201710,IE,402,A,Pazartesi,18:40,21:30,CK.EF_AB1.246
201710,IE,402,A,Pazartesi,18:40,21:30,CK.EF_AB1.246
201710,IE,402,A,Pazartesi,18:40,21:30,CK.EF_AB1.246
201710,IE,402,A,Pazartesi,18:40,21:30,CK.EF_AB1.246
201710,IE,402,A,Pazartesi,18:40,21:30,CK.EF_AB1.246
201710,IE,402,A,Pazartesi,18:40,21:30,CK.EF_AB1.246
201710,IE,402,A,Pazartesi,18:40,21:30,CK.EF_AB1.246
201710,IE,402,A,Pazartesi,18:40,21:30,CK.EF_AB1.246
201710,IE,402,A,Pazartesi,18:40,21:30,CK.EF_AB1.246
201710,IE,402,A,Pazartesi,18:40,21:30,CK.EF_AB1.246
201710,EE,473,A,Çarşamba,09:40,12:30,CK.EF_AB1.246
201710,CS,452,A,Perşembe,12:40,15:30,CK.EF_AB1.246
201710,EE,367,A,Perşembe,13:40,16:30,CK.EF_AB1.245
201710,CE,414,A,Cuma,10:40,12:30,CK.EF_AB1.246
201710,CE,414,A,Salı,12:40,14:30,CK.EF_AB1.246
201710,CE,391,A,Perşembe,15:40,18:30,CK.EF_AB1.246
201710,CE,205,A,Salı,10:40,12:30,CK.EF_AB1.246
201710,CE,205,A,Pazartesi,08:40,10:30,CK.EF_AB1.246
201710,CE,112,A,Cuma,16:40,18:30,CK.EF_AB1.246
201710,CE,112,A,Salı,14:40,16:30,CK.EF_AB1.246
201710,EE,341,A,Pazartesi,11:40,13:30,CK.EF_AB1.245
201710,TLL,102,C,Cuma,10:40,12:30,CK.EF_AB1.245
201710,PHYS,103R,A,Cuma,08:40,10:30,CK.EF_AB1.245
201710,MİM,108,A,Salı,13:40,17:30,CK.EF_AB1.245
201710,IE,420,A,Cuma,16:40,19:30,CK.EF_AB1.245
201710,CHEM,111L,A1,Cuma,10:40,12:30,CK.EF_AB1.401
201710,CE,462,A,Pazartesi,15:40,18:30,CK.EF_AB1.245
201710,CE,431,A,Pazartesi,08:40,11:30,CK.EF_AB1.245
201710,CE,427,A,Çarşamba,12:40,15:30,CK.EF_AB1.245
201710,CE,409,A,Perşembe,10:40,13:30,CK.EF_AB1.245
201710,CE,208,A,Çarşamba,08:40,10:30,CK.EF_AB1.245
201710,CE,208,A,Salı,08:40,10:30,CK.EF_AB1.245
201710,PHYS,102R,B,Çarşamba,14:40,16:30,CK.EF_AB1.241
201710,MGMT,402,A,Cuma,14:40,17:30,CK.EF_AB1.241
201710,MATH,103R,C,Perşembe,14:40,16:30,CK.EF_AB1.241
201710,MATH,103,C,Çarşamba,10:40,12:30,CK.EF_AB1.241
201710,MATH,103,C,Pazartesi,14:40,16:30,CK.EF_AB1.241
201710,IE,304,B,Pazartesi,10:40,13:30,CK.EF_AB1.241
201710,IE,302,A,Cuma,08:40,10:30,CK.EF_AB1.241
201710,IE,302,A,Perşembe,11:40,14:30,CK.EF_AB1.241
201710,HUK,208,A,Pazartesi,08:40,10:30,CK.EF_AB1.241
201710,ENTR,402,A,Cuma,14:40,17:30,CK.EF_AB1.241
201710,EE,203,A,Salı,09:40,12:30,CK.EF_AB1.241
201710,CS,100,C,Salı,14:40,16:30,CK.EF_AB1.241
201710,CS,100,B,Salı,12:40,14:30,CK.EF_AB1.241
201710,CE,301,B,Salı,08:40,10:30,CK.EF_AB1.509
201710,CE,208,B,Cuma,14:40,16:30,CK.EF_AB1.509
201710,CE,208,B,Perşembe,14:40,16:30,CK.EF_AB1.509
201710,BUS,101L,F,Cuma,10:40,12:30,CK.EF_AB1.509
201710,CHEM,111L,E2,Perşembe,13:40,15:30,CK.EF_AB1.401
201710,CHEM,111L,D2,Perşembe,10:40,12:30,CK.EF_AB1.401
201710,CHEM,111L,D1,Perşembe,10:40,12:30,CK.EF_AB1.401
201710,CHEM,111L,C2,Cuma,14:40,16:30,CK.EF_AB1.401
201710,CHEM,111L,C1,Cuma,14:40,16:30,CK.EF_AB1.401
201710,CHEM,111L,B2,Cuma,16:40,18:30,CK.EF_AB1.401
201710,CHEM,111L,A2,Cuma,10:40,12:30,CK.EF_AB1.401
201710,CS,392,A,Perşembe,08:40,11:30,CK.EF_AB1.418
201710,ME,423,A,Perşembe,10:40,11:30,CK.EF_AB1.419
201710,ME,423,A,Pazartesi,08:40,10:30,CK.EF_AB1.419
201710,HUK,203,A,Çarşamba,14:40,18:30,CK.EF_AB1.410
201710,ME,419,A,Çarşamba,14:40,16:30,CK.EF_AB1.418
201710,ME,111L,B,Pazartesi,16:40,18:30,CK.EF_AB1.418
201710,ME,111L,A,Pazartesi,13:40,15:30,CK.EF_AB1.418
201710,ME,111,B,Pazartesi,15:40,16:30,CK.EF_AB1.418
201710,ME,111,A,Pazartesi,12:40,13:30,CK.EF_AB1.418
201710,MATH,214,A,Çarşamba,10:40,12:30,CK.EF_AB1.418
201710,IE,325,A,Çarşamba,16:40,18:30,CK.EF_AB1.418
201710,PHYS,111,B,Salı,12:40,14:30,CK.EF_AB1.410
201710,PHYS,111,A,Salı,10:40,12:30,CK.EF_AB1.410
201710,PHYS,101,B,Salı,12:40,14:30,CK.EF_AB1.410
201710,PHYS,101,A,Salı,10:40,12:30,CK.EF_AB1.410
201710,HUK,207,A,Pazartesi,10:40,12:30,CK.EF_AB1.410
201710,HUK,206,A,Perşembe,16:40,18:30,CK.EF_AB1.410
201710,HUK,206,A,Pazartesi,16:40,18:30,CK.EF_AB1.410
201710,HUK,205,A,Cuma,08:40,10:30,CK.EF_AB1.410
201710,HUK,205,A,Pazartesi,14:40,16:30,CK.EF_AB1.410
201710,CE,420,A,Perşembe,13:40,17:30,CK.EF_AB1.412
201710,ME,334,A,Perşembe,08:40,10:30,CK.EF_AB1.412
201710,ME,423,A,Perşembe,10:40,11:30,CK.EF_AB1.412
201710,ME,423,A,Pazartesi,08:40,10:30,CK.EF_AB1.412
201710,ME,415,A,Salı,08:40,10:30,CK.EF_AB1.412
201710,EE,362L,A,Cuma,09:40,12:30,CK.EF_AB1.412
201710,EE,483,A,Pazartesi,15:40,18:30,CK.EF_AB1.412
201710,EE,422,A,Çarşamba,12:40,14:30,CK.EF_AB1.412
201710,IDE,107,A,Perşembe,09:40,12:30,CK.EF_AB1.413
201710,CE,403,A,Çarşamba,10:40,12:30,CK.EF_AB1.412
201710,CE,403,A,Salı,10:40,12:30,CK.EF_AB1.412
201710,MATH,214,A,Pazartesi,08:40,10:30,CK.EF_AB1.413
201710,EE,422,A,Perşembe,15:40,16:30,CK.EF_AB1.413
201710,ME,402,A,Pazartesi,16:40,19:30,CK.EF_AB1.413
201710,ME,402,A,Pazartesi,16:40,19:30,CK.EF_AB1.413
201710,ME,402,A,Pazartesi,16:40,19:30,CK.EF_AB1.413
201710,ME,402,A,Pazartesi,16:40,19:30,CK.EF_AB1.413
201710,ME,402,A,Pazartesi,16:40,19:30,CK.EF_AB1.413
201710,ME,402,A,Pazartesi,16:40,19:30,CK.EF_AB1.413
201710,ME,402,A,Pazartesi,16:40,19:30,CK.EF_AB1.413
201710,PHYS,104R,A,Perşembe,14:40,16:30,CK.EF_AB1.414
201710,EE,393,A,Salı,13:40,15:30,CK.EF_AB1.413
201710,CE,310,A,Pazartesi,13:40,16:30,CK.EF_AB1.413
201710,CE,303,B,Perşembe,12:40,15:30,CK.EF_AB1.413
201710,ART,101,A,Salı,15:40,18:30,CK.EF_AB1.413
201710,ME,440,A,Salı,10:40,13:30,CK.EF_AB1.414
201710,GER,101,B,Cuma,10:40,12:30,CK.EF_AB1.414
201710,ME,334,A,Çarşamba,09:40,11:30,CK.EF_AB1.414
201710,ME,419,A,Pazartesi,12:40,14:30,CK.EF_AB1.414
201710,ME,415,A,Çarşamba,11:40,13:30,CK.EF_AB1.414
201710,ME,401,A,Cuma,16:40,19:30,CK.EF_AB1.414
201710,ME,401,A,Cuma,16:40,19:30,CK.EF_AB1.414
201710,ME,401,A,Cuma,16:40,19:30,CK.EF_AB1.414
201710,ME,401,A,Cuma,16:40,19:30,CK.EF_AB1.414
201710,ME,401,A,Cuma,16:40,19:30,CK.EF_AB1.414
201710,ME,401,A,Cuma,16:40,19:30,CK.EF_AB1.414
201710,ME,401,A,Cuma,16:40,19:30,CK.EF_AB1.414
201710,ME,334,A,Pazartesi,09:40,11:30,CK.EF_AB1.414
201710,ME,212,A,Perşembe,16:40,18:30,CK.EF_AB1.414
201710,ME,212,A,Salı,14:40,16:30,CK.EF_AB1.414
201710,IE,383,A,Perşembe,08:40,11:30,CK.EF_AB1.510
201710,EE,402,A,Pazartesi,18:40,21:30,CK.EF_AB1.414
201710,EE,401,A,Çarşamba,18:40,21:30,CK.EF_AB1.414
201710,EE,362,A,Perşembe,10:40,13:30,CK.EF_AB1.414
201710,CE,304,A,Cuma,08:40,10:30,CK.EF_AB1.414
201710,CE,304,A,Salı,08:40,10:30,CK.EF_AB1.414
201710,CE,303,A,Pazartesi,14:40,17:30,CK.EF_AB1.414
201710,CE,301,A,Çarşamba,08:40,10:30,CK.EF_AB1.408
201710,SOC,201,A,Salı,11:40,14:30,CK.EF_AB1.408
201710,PHYS,103,A,Çarşamba,11:40,13:30,CK.EF_AB1.408
201710,MGMT,401,B,Pazartesi,08:40,11:30,CK.EF_AB1.408
201710,MGMT,202,A,Pazartesi,11:40,14:30,CK.EF_AB1.408
201710,ME,311,A,Cuma,10:40,12:30,CK.EF_AB1.408
201710,ME,311,A,Perşembe,10:40,12:30,CK.EF_AB1.408
201710,MATH,215R,A,Cuma,08:40,10:30,CK.EF_AB1.408
201710,IE,472,A,Perşembe,13:40,16:30,CK.EF_AB1.408
201710,IE,325,A,Pazartesi,15:40,18:30,CK.EF_AB1.408
201710,IDE,303,A,Çarşamba,13:40,15:30,CK.EF_AB1.408
201710,ENTR,401,B,Pazartesi,08:40,11:30,CK.EF_AB1.408
201710,ECON,402,A,Çarşamba,15:40,18:30,CK.EF_AB1.408
201710,CS,101,A,Cuma,15:40,18:30,CK.EF_AB1.408
201710,GARM,211,B,Salı,08:40,11:30,CK.FEAS_AB2.B23
201710,GARM,211,B,Salı,08:40,11:30,CK.FEAS_AB2.B23
201710,GARM,211,A,Salı,15:40,18:30,CK.FEAS_AB2.B23
201710,GARM,211,A,Salı,15:40,18:30,CK.FEAS_AB2.B23
201710,GARM,466,C,Çarşamba,15:40,18:30,CK.FEAS_AB2.B22
201710,GARM,466,C,Çarşamba,15:40,18:30,CK.FEAS_AB2.B22
201710,GARM,466,C,Salı,15:40,18:30,CK.FEAS_AB2.B22
201710,GARM,466,C,Salı,15:40,18:30,CK.FEAS_AB2.B22
201710,GARM,466,C,Pazartesi,15:40,18:30,CK.FEAS_AB2.B22
201710,GARM,466,C,Pazartesi,15:40,18:30,CK.FEAS_AB2.B22
201710,HMAN,212,A,Perşembe,16:40,19:30,CK.FEAS_AB2.B22
201710,HMAN,212,A,Perşembe,16:40,19:30,CK.FEAS_AB2.B22
201710,GARM,466,B,Çarşamba,15:40,18:30,CK.FEAS_AB2.B22
201710,GARM,466,B,Çarşamba,15:40,18:30,CK.FEAS_AB2.B22
201710,GARM,466,B,Salı,15:40,18:30,CK.FEAS_AB2.B22
201710,GARM,466,B,Salı,15:40,18:30,CK.FEAS_AB2.B22
201710,GARM,466,B,Pazartesi,15:40,18:30,CK.FEAS_AB2.B22
201710,GARM,466,B,Pazartesi,15:40,18:30,CK.FEAS_AB2.B22
201710,GARM,466,A,Çarşamba,15:40,18:30,CK.FEAS_AB2.B22
201710,GARM,466,A,Çarşamba,15:40,18:30,CK.FEAS_AB2.B22
201710,GARM,466,A,Salı,15:40,18:30,CK.FEAS_AB2.B22
201710,GARM,466,A,Salı,15:40,18:30,CK.FEAS_AB2.B22
201710,GARM,466,A,Pazartesi,15:40,18:30,CK.FEAS_AB2.B22
201710,GARM,466,A,Pazartesi,15:40,18:30,CK.FEAS_AB2.B22
201710,GARM,311,B,Çarşamba,08:40,11:30,CK.FEAS_AB2.B22
201710,GARM,311,B,Çarşamba,08:40,11:30,CK.FEAS_AB2.B22
201710,GARM,311,B,Salı,08:40,11:30,CK.FEAS_AB2.B22
201710,GARM,311,B,Salı,08:40,11:30,CK.FEAS_AB2.B22
201710,GARM,311,B,Pazartesi,11:40,15:30,CK.FEAS_AB2.B22
201710,GARM,311,B,Pazartesi,11:40,15:30,CK.FEAS_AB2.B22
201710,GARM,311,A,Çarşamba,08:40,11:30,CK.FEAS_AB2.B22
201710,GARM,311,A,Çarşamba,08:40,11:30,CK.FEAS_AB2.B22
201710,GARM,311,A,Salı,08:40,11:30,CK.FEAS_AB2.B22
201710,GARM,311,A,Salı,08:40,11:30,CK.FEAS_AB2.B22
201710,GARM,311,A,Pazartesi,11:40,15:30,CK.FEAS_AB2.B22
201710,GARM,311,A,Pazartesi,11:40,15:30,CK.FEAS_AB2.B22
201710,GARM,211,C,Salı,11:40,15:30,CK.FEAS_AB2.B22
201710,GARM,211,C,Salı,11:40,15:30,CK.FEAS_AB2.B22
201710,GARM,211,C,Pazartesi,08:40,11:30,CK.FEAS_AB2.B22
201710,GARM,211,C,Pazartesi,08:40,11:30,CK.FEAS_AB2.B22
201710,GARM,211,B,Salı,11:40,15:30,CK.FEAS_AB2.B22
201710,GARM,211,B,Salı,11:40,15:30,CK.FEAS_AB2.B22
201710,GARM,211,B,Pazartesi,08:40,11:30,CK.FEAS_AB2.B22
201710,GARM,211,B,Pazartesi,08:40,11:30,CK.FEAS_AB2.B22
201710,GARM,211,A,Salı,11:40,15:30,CK.FEAS_AB2.B22
201710,GARM,211,A,Salı,11:40,15:30,CK.FEAS_AB2.B22
201710,GARM,211,A,Pazartesi,08:40,11:30,CK.FEAS_AB2.B22
201710,GARM,211,A,Pazartesi,08:40,11:30,CK.FEAS_AB2.B22
201710,EE,301L,B,Cuma,08:40,11:30,CK.EF_AB1.517
201710,EE,301L,A,Perşembe,11:40,14:30,CK.EF_AB1.517
201710,EE,203L,C,Salı,13:40,16:30,CK.EF_AB1.517
201710,EE,203L,B,Perşembe,15:40,18:30,CK.EF_AB1.517
201710,EE,203L,A,Cuma,15:40,18:30,CK.EF_AB1.517
201710,EE,202L,B,Çarşamba,12:40,15:30,CK.EF_AB1.517
201710,EE,202L,A,Perşembe,08:40,11:30,CK.EF_AB1.517
201710,MATH,211,D,Çarşamba,12:40,14:30,CK.EF_AB1.510
201710,IE,342,B,Salı,09:40,12:30,CK.EF_AB1.510
201710,PHYS,101R,D,Çarşamba,14:40,16:30,CK.EF_AB1.510
201710,PHYS,101R,C,Çarşamba,10:40,12:30,CK.EF_AB1.510
201710,OPER,312,A,Pazartesi,12:40,15:30,CK.EF_AB1.510
201710,MATH,211,B,Perşembe,16:40,18:30,CK.EF_AB1.510
201710,MATH,211,B,Çarşamba,16:40,18:30,CK.EF_AB1.510
201710,IE,395,A,Cuma,08:40,11:30,CK.EF_AB1.510
201710,GER,101,D,Çarşamba,14:40,16:30,CK.FEAS_AB2.G14
201710,CS,450,A,Cuma,14:40,18:30,CK.EF_AB1.510
201710,CS,321,A,Perşembe,11:40,13:30,CK.EF_AB1.510
201710,CS,321,A,Pazartesi,16:40,18:30,CK.EF_AB1.510
201710,CS,202,A,Salı,12:40,16:30,CK.EF_AB1.510
201710,CS,112,A,Salı,08:40,09:30,CK.EF_AB1.510
201710,CS,112,A,Pazartesi,10:40,12:30,CK.EF_AB1.510
201710,CS,102,A,Çarşamba,08:40,10:30,CK.EF_AB1.510
201710,CS,102,A,Pazartesi,08:40,10:30,CK.EF_AB1.510
201710,CE,301,A,Cuma,10:40,12:30,CK.EF_AB1.511
201710,PLT,221,A,Çarşamba,13:40,16:30,CK.EF_AB1.511
201710,PHYS,104,A,Salı,11:40,13:30,CK.EF_AB1.511
201710,OPER,202,B,Çarşamba,11:40,12:30,CK.EF_AB1.511
