DÖNEM,DERS,DERS NO,BÖLÜM,GÜN,BAŞLANGIÇ SAATİ,BİTİŞ SAATİ,ODA KODU
201720,EE,903,VT4,Pazar, , ,
201720,IE,903,VT3,Pazar, , ,
201720,IE,902,VT1,Pazar, , ,
201720,CS,902,VT14,Pazar, , ,
201720,DIS,690,A,Pazar, , ,
201720,PSY,592,A,Pazar, , ,
201720,IE,901,VT8,Pazar, , ,
201720,EE,901,VT10,Pazar, , ,
201720,CS,901,VT13,Pazar, , ,
201720,PSY,690,A,Pazar, , ,
201720,EE,903,VT2,Pazar, , ,
201720,EE,902,VT14,Pazar, , ,
201720,DIS,565,A,Pazartesi,09:40,12:30,
201720,ME,903,VT8,Pazar, , ,
201720,IE,903,VT5,Pazar, , ,
201720,EE,901,VT12,Pazar, , ,
201720,IE,901,VT10,Pazar, , ,
201720,ME,901,VT5,Pazar, , ,
201720,PSY,534,A,Salı,09:40,12:30,
201720,IE,581,T,Salı,16:30,19:30,
201720,IE,901,A10,Pazar, , ,
201720,IE,902,A6,Pazar, , ,
201720,IE,670,V6,Pazar, , ,
201720,EE,670,V3,Pazar, , ,
201720,CS,901,A9,Pazar, , ,
201720,CS,903,A14,Pazar, , ,
201720,CS,675,V9,Pazar, , ,
201720,HUK,690,I,Pazar, , ,
201720,HUK,690,F,Pazar, , ,
201720,ME,903,A5,Pazar, , ,
201720,ME,901,A7,Pazar, , ,
201720,ME,670,V9,Pazar, , ,
201720,EE,902,A14,Pazar, , ,
201720,EE,675,V1,Pazar, , ,
201720,EE,902,A2,Pazar, , ,
201720,EE,980,A,Pazar, , ,
201720,IE,692,A,Pazar, , ,
201720,IE,693,A,Pazar, , ,
201720,ME,980,A,Pazar, , ,
201720,EE,695,A,Pazar, , ,
201720,ME,675,V1,Pazar, , ,
201720,EE,902,A5,Pazar, , ,
201720,CS,675,V8,Pazar, , ,
201720,CS,902,A10,Pazar, , ,
201720,CS,902,A5,Pazar, , ,
201720,IE,901,A5,Pazar, , ,
201720,HUK,900,C,Pazar, , ,
201720,ME,670,V6,Pazar, , ,
201720,IE,902,A8,Pazar, , ,
201720,CS,670,V9,Pazar, , ,
201720,ME,901,A5,Pazar, , ,
201720,ME,670,V5,Pazar, , ,
201720,GSE,680,V,Pazar, , ,
201720,ME,903,A7,Pazar, , ,
201720,IE,670,V10,Pazar, , ,
201720,IE,900,A,Pazar, , ,
201720,CS,903,A12,Pazar, , ,
201720,ME,675,V3,Pazar, , ,
201720,EE,675,V10,Pazar, , ,
201720,CS,901,VT1,Pazar, , ,
201720,EE,902,VT13,Pazar, , ,
201720,DIS,900,A,Pazar, , ,
201720,EE,903,VT8,Pazar, , ,
201720,PSY,680,A,Pazar, , ,
201720,EE,903,VT5,Pazar, , ,
201720,CS,901,A11,Pazar, , ,
201720,HUK,691,B,Pazar, , ,
201720,EE,903,A13,Pazar, , ,
201720,AP,590,E,Pazar, , ,
201720,IE,670,V1,Pazar, , ,
201720,HUK,900,B,Pazar, , ,
201720,IE,690,A,Pazar, , ,
201720,EE,902,A9,Pazar, , ,
201720,AP,590,E,Pazar, , ,
201720,EE,675,V11,Pazar, , ,
201720,CS,901,A7,Pazar, , ,
201720,CS,902,A9,Pazar, , ,
201720,EE,902,A12,Pazar, , ,
201720,CS,675,V10,Pazar, , ,
201720,CS,695,A,Pazar, , ,
201720,CS,978,A,Pazar, , ,
201720,MGMT,992,A,Pazar, , ,
201720,EE,675,V4,Pazar, , ,
201720,IE,562,V,Pazar, , ,
201720,AP,590,I,Pazar, , ,
201720,IE,570,V,Pazar, , ,
201720,EE,901,A10,Pazar, , ,
201720,EE,675,V2,Pazar, , ,
201720,EE,903,A3,Pazar, , ,
201720,IE,675,V4,Pazar, , ,
201720,IE,675,V1,Pazar, , ,
201720,IE,902,A1,Pazar, , ,
201720,ME,901,A2,Pazar, , ,
201720,EE,901,A4,Pazar, , ,
201720,IE,675,V5,Pazar, , ,
201720,ME,902,A6,Pazar, , ,
201720,IE,903,A7,Pazar, , ,
201720,CS,901,A15,Pazar, , ,
201720,CS,670,V10,Pazar, , ,
201720,IE,675,V11,Pazar, , ,
201720,CS,902,A2,Pazar, , ,
201720,PSY,592,B,Pazar, , ,
201720,ARCH,594,A,Pazar, , ,
201720,EE,901,A2,Pazar, , ,
201720,ME,901,A4,Pazar, , ,
201720,ME,902,A4,Pazar, , ,
201720,EE,970,A,Pazar, , ,
201720,IE,977,A,Pazar, , ,
201720,IE,970,A,Pazar, , ,
201720,CE,690,A,Pazar, , ,
201720,CS,694,A,Pazar, , ,
201720,CS,979,A,Pazar, , ,
201720,AP,590,G,Pazar, , ,
201720,EE,903,A9,Pazar, , ,
201720,CS,902,A4,Pazar, , ,
201720,EE,675,V13,Pazar, , ,
201720,MGMT,990,B,Pazar, , ,
201720,IE,564,V,Pazar, , ,
201720,EE,901,VT8,Pazar, , ,
201720,CS,901,VT3,Pazar, , ,
201720,CS,903,VT8,Pazar, , ,
201720,CS,903,VT16,Pazar, , ,
201720,IE,902,VT5,Pazar, , ,
201720,EE,901,VT5,Pazar, , ,
201720,HUK,531,A,Salı,20:01,22:00,
201720,IE,902,VT4,Pazar, , ,
201720,CS,902,VT4,Pazar, , ,
201720,IE,902,VT8,Pazar, , ,
201720,ME,902,VT8,Pazar, , ,
201720,IE,901,VT1,Pazar, , ,
201720,EE,902,VT2,Pazar, , ,
201720,ME,903,VT9,Pazar, , ,
201720,PSY,502,A,Çarşamba,09:40,12:30,
201720,DIS,902,A,Pazar, , ,
201720,ME,902,VT4,Pazar, , ,
201720,IE,902,VT12,Pazar, , ,
201720,ME,902,VT2,Pazar, , ,
201720,CS,903,VT12,Pazar, , ,
201720,CS,901,VT10,Pazar, , ,
201720,ME,901,VT9,Pazar, , ,
201720,EE,902,VT11,Pazar, , ,
201720,CS,903,VT15,Pazar, , ,
201720,CS,903,VT1,Pazar, , ,
201720,CS,901,VT14,Pazar, , ,
201720,PSY,513,A,Cuma,13:40,16:30,
201720,ARCH,519,A,Salı,09:40,12:30,
201720,EE,900,VT,Pazar, , ,
201720,IE,903,VT11,Pazar, , ,
201720,CS,902,VT13,Pazar, , ,
201720,IE,902,VT11,Pazar, , ,
201720,EE,903,VT15,Pazar, , ,
201720,CS,901,VT8,Pazar, , ,
201720,CS,902,VT7,Pazar, , ,
201720,CS,900,VT,Pazar, , ,
201720,ME,903,VT10,Pazar, , ,
201720,EE,903,VT7,Pazar, , ,
201720,ME,902,VT5,Pazar, , ,
201720,IE,903,VT10,Pazar, , ,
201720,EE,902,VT3,Pazar, , ,
201720,EE,903,VT1,Pazar, , ,
201720,ARCH,525,A,Pazartesi,09:40,12:30,
201720,PSY,512,A,Cuma,09:40,12:30,
201720,EE,901,VT14,Pazar, , ,
201720,CS,903,VT13,Pazar, , ,
201720,ME,901,VT8,Pazar, , ,
201720,IE,902,VT3,Pazar, , ,
201720,EE,901,VT1,Pazar, , ,
201720,HUK,576,A,Cuma,18:01,20:00,
201720,IE,901,VT6,Pazar, , ,
201720,IE,902,VT7,Pazar, , ,
201720,EE,903,VT6,Pazar, , ,
201720,EE,902,VT4,Pazar, , ,
201720,CS,903,VT9,Pazar, , ,
201720,IE,900,VT,Pazar, , ,
201720,IE,903,VT12,Pazar, , ,
201720,CS,902,VT12,Pazar, , ,
201720,IE,903,VT6,Pazar, , ,
201720,ME,903,VT7,Pazar, , ,
201720,DIS,600,A,Pazar, , ,
201720,EE,903,VT14,Pazar, , ,
201720,IE,903,VT4,Pazar, , ,
201720,PSY,590,A,Salı,12:30,16:30,
201720,CS,903,VT3,Pazar, , ,
201720,EE,902,VT5,Pazar, , ,
201720,IE,902,VT6,Pazar, , ,
201720,CS,902,VT2,Pazar, , ,
201720,IE,901,VT5,Pazar, , ,
201720,ME,903,VT1,Pazar, , ,
201720,EE,901,VT7,Pazar, , ,
201720,IE,903,VT1,Pazar, , ,
201720,CS,902,VT5,Pazar, , ,
201720,IE,901,VT11,Pazar, , ,
201720,CS,901,VT15,Pazar, , ,
201720,CS,903,VT14,Pazar, , ,
201720,DIS,599,A,Pazar, , ,
201720,EE,901,VT6,Pazar, , ,
201720,ME,901,VT3,Pazar, , ,
201720,EE,903,VT9,Pazar, , ,
201720,PSY,693,B,Pazar, , ,
201720,EE,901,VT3,Pazar, , ,
201720,HUK,604,A,Cuma,20:01,22:00,
201720,ARCH,503,A,Perşembe,14:30,17:30,
201720,CS,556,T,Pazartesi,16:30,19:30,
201720,AP,590,A,Pazar, , ,
201720,ME,901,VT7,Pazar, , ,
201720,ME,903,VT4,Pazar, , ,
201720,IE,903,VT7,Pazar, , ,
201720,EE,902,VT1,Pazar, , ,
201720,DIS,522,A,Salı,09:40,12:30,
201720,CS,560,T,Salı,16:30,19:30,
201720,IE,901,VT7,Pazar, , ,
201720,IE,901,VT12,Pazar, , ,
201720,CS,903,VT4,Pazar, , ,
201720,CS,901,VT6,Pazar, , ,
201720,CS,902,VT16,Pazar, , ,
201720,EE,902,VT6,Pazar, , ,
201720,IE,901,VT4,Pazar, , ,
201720,CS,903,VT7,Pazar, , ,
201720,PSY,693,A,Pazar, , ,
201720,EE,902,VT9,Pazar, , ,
201720,PSY,536,A,Perşembe,13:30,15:30,
201720,ARCH,552,A,Çarşamba,09:40,12:30,
201720,DIS,501,A,Cuma,09:40,12:30,
201720,HUK,578,A,Perşembe,18:00,20:00,
201720,EE,902,VT12,Pazar, , ,
201720,DIS,901,A,Pazar, , ,
201720,ME,902,VT7,Pazar, , ,
201720,ME,901,VT2,Pazar, , ,
201720,EE,901,VT2,Pazar, , ,
201720,CS,902,VT8,Pazar, , ,
201720,CS,901,VT11,Pazar, , ,
201720,IE,903,VT9,Pazar, , ,
201720,CS,901,VT5,Pazar, , ,
201720,ME,901,VT6,Pazar, , ,
201720,CS,901,VT9,Pazar, , ,
201720,HUK,811,A,Salı,18:00,20:00,
201720,PSY,532,A,Çarşamba,13:30,16:30,
201720,IE,501,T,Pazartesi,16:30,19:30,
201720,CS,903,VT6,Pazar, , ,
201720,CS,901,VT4,Pazar, , ,
201720,ME,901,VT4,Pazar, , ,
201720,EE,902,VT8,Pazar, , ,
201720,IE,901,VT2,Pazar, , ,
201720,CS,903,VT2,Pazar, , ,
201720,CS,901,VT7,Pazar, , ,
201720,EE,901,VT4,Pazar, , ,
201720,PSY,691,A,Pazar, , ,
201720,ME,903,VT3,Pazar, , ,
201720,PSY,691,B,Pazar, , ,
201720,EE,903,VT10,Pazar, , ,
201720,ME,903,VT6,Pazar, , ,
201720,CS,554,T,Perşembe,16:30,19:30,
201720,CS,518,T,Perşembe,16:30,19:30,
201720,CS,902,VT1,Pazar, , ,
201720,CS,902,VT15,Pazar, , ,
201720,EE,903,VT3,Pazar, , ,
201720,EE,903,VT11,Pazar, , ,
201720,ME,902,VT3,Pazar, , ,
201720,CS,902,VT3,Pazar, , ,
201720,ME,901,VT1,Pazar, , ,
201720,EE,902,VT7,Pazar, , ,
201720,CS,903,VT11,Pazar, , ,
201720,IE,902,VT9,Pazar, , ,
201720,CS,903,VT5,Pazar, , ,
201720,ME,902,VT9,Pazar, , ,
201720,ME,903,VT2,Pazar, , ,
201720,TURK,102,EW,Pazar, , ,
201720,ENG,103,EW,Pazar, , ,
201720,ENG,104,EW,Pazar, , ,
201720,TURK,101,EW,Pazar, , ,
201720,ENG,A2,E3,Cuma,09:45,10:35,CK.SCOLA.316
201720,ENG,B2,M2,Cuma,09:45,10:35,CK.SCOLA.101
201720,ENG,B2,M2,Cuma,08:40,09:30,CK.SCOLA.101
201720,ENG,B2,M2,Perşembe,15:45,16:35,CK.SCOLA.101
201720,ENG,B2,M2,Perşembe,14:45,15:35,CK.SCOLA.101
201720,ENG,B2,M2,Perşembe,13:45,14:35,CK.SCOLA.101
201720,ENG,B2,M2,Perşembe,12:45,13:35,CK.SCOLA.101
201720,ENG,B2,M2,Çarşamba,11:45,12:35,CK.SCOLA.101
201720,ENG,B2,M2,Pazartesi,11:45,12:35,CK.SCOLA.101
201720,ENG,B2,M2,Çarşamba,10:45,11:35,CK.SCOLA.101
201720,ENG,B2,M2,Pazartesi,10:45,11:35,CK.SCOLA.101
201720,ENG,B2,M2,Çarşamba,09:45,10:35,CK.SCOLA.101
201720,ENG,B2,M2,Pazartesi,09:45,10:35,CK.SCOLA.101
201720,ENG,B2,M2,Çarşamba,08:40,09:30,CK.SCOLA.101
201720,ENG,B2,M2,Pazartesi,08:40,09:30,CK.SCOLA.101
201720,ENG,B2,M9,Salı,15:45,16:35,CK.SCOLA.108
201720,ENG,B2,M9,Salı,14:45,15:35,CK.SCOLA.108
201720,ENG,B2,M9,Salı,13:45,14:35,CK.SCOLA.108
201720,ENG,B2,M9,Salı,11:45,12:35,CK.SCOLA.108
201720,ENG,B2,M9,Çarşamba,10:45,11:35,CK.SCOLA.108
201720,ENG,B2,M9,Salı,10:45,11:35,CK.SCOLA.108
201720,ENG,B2,M9,Çarşamba,09:45,10:35,CK.SCOLA.108
201720,ENG,B2,M9,Çarşamba,08:40,09:30,CK.SCOLA.108
201720,ENG,B2,M9,Perşembe,15:45,16:35,CK.SCOLA.108
201720,ENG,B2,M9,Perşembe,14:45,15:35,CK.SCOLA.108
201720,ENG,B2,M9,Perşembe,13:45,14:35,CK.SCOLA.108
201720,ENG,B2,M9,Perşembe,12:45,13:35,CK.SCOLA.108
201720,ENG,B2,M9,Cuma,11:45,12:35,CK.SCOLA.108
201720,ENG,B2,M9,Pazartesi,11:45,12:35,CK.SCOLA.108
201720,ENG,B2,M9,Cuma,10:45,11:35,CK.SCOLA.108
201720,ENG,B2,M9,Pazartesi,10:45,11:35,CK.SCOLA.108
201720,ENG,B2,M9,Cuma,09:45,10:35,CK.SCOLA.108
201720,ENG,B2,M9,Pazartesi,09:45,10:35,CK.SCOLA.108
201720,ENG,B2,M9,Cuma,08:40,09:30,CK.SCOLA.108
201720,ENG,B2,M9,Pazartesi,08:40,09:30,CK.SCOLA.108
201720,ENG,B2,M1,Salı,15:45,16:35,CK.SCOLA.G07
201720,ENG,B2,M1,Salı,14:45,15:35,CK.SCOLA.G07
201720,ENG,B2,M1,Salı,13:45,14:35,CK.SCOLA.G07
201720,ENG,B2,M1,Salı,12:45,13:35,CK.SCOLA.G07
201720,ENG,B2,M1,Perşembe,15:45,16:35,CK.SCOLA.G07
201720,ENG,B2,M1,Perşembe,14:45,15:35,CK.SCOLA.G07
201720,ENG,B2,M1,Perşembe,13:45,14:35,CK.SCOLA.G07
201720,ENG,B2,M1,Perşembe,12:45,13:35,CK.SCOLA.G07
201720,ENG,B2,M1,Cuma,11:45,12:35,CK.SCOLA.G07
201720,ENG,B2,M1,Çarşamba,11:45,12:35,CK.SCOLA.G07
201720,ENG,B2,M1,Pazartesi,11:45,12:35,CK.SCOLA.G07
201720,ENG,B2,M1,Cuma,10:45,11:35,CK.SCOLA.G07
201720,ENG,B2,M1,Çarşamba,10:45,11:35,CK.SCOLA.G07
201720,ENG,B2,M1,Pazartesi,10:45,11:35,CK.SCOLA.G07
201720,ENG,B2,M1,Cuma,09:45,10:35,CK.SCOLA.G07
201720,ENG,B2,M1,Çarşamba,09:45,10:35,CK.SCOLA.G07
201720,ENG,B2,M1,Pazartesi,09:45,10:35,CK.SCOLA.G07
201720,ENG,B2,M1,Cuma,08:40,09:30,CK.SCOLA.G07
201720,ENG,B2,M1,Çarşamba,08:40,09:30,CK.SCOLA.G07
201720,ENG,B2,M1,Pazartesi,08:40,09:30,CK.SCOLA.G07
201720,ENG,B2,M8,Çarşamba,11:45,12:35,CK.SCOLA.107
201720,ENG,B2,M8,Çarşamba,10:45,11:35,CK.SCOLA.107
201720,ENG,B2,M8,Çarşamba,09:45,10:35,CK.SCOLA.107
201720,ENG,B2,M8,Çarşamba,08:40,09:30,CK.SCOLA.107
201720,ENG,B2,M8,Perşembe,15:45,16:35,CK.SCOLA.107
201720,ENG,B2,M8,Salı,15:45,16:35,CK.SCOLA.107
201720,ENG,B2,M8,Perşembe,14:45,15:35,CK.SCOLA.107
201720,ENG,B2,M8,Salı,14:45,15:35,CK.SCOLA.107
201720,ENG,B2,M8,Perşembe,13:45,14:35,CK.SCOLA.107
201720,ENG,B2,M8,Salı,13:45,14:35,CK.SCOLA.107
201720,ENG,B2,M8,Perşembe,12:45,13:35,CK.SCOLA.107
201720,ENG,B2,M8,Salı,12:45,13:35,CK.SCOLA.107
201720,ENG,B2,M8,Cuma,11:45,12:35,CK.SCOLA.107
201720,ENG,B2,M8,Pazartesi,11:45,12:35,CK.SCOLA.107
201720,ENG,B2,M8,Cuma,10:45,11:35,CK.SCOLA.107
201720,ENG,B2,M8,Pazartesi,10:45,11:35,CK.SCOLA.107
201720,ENG,B2,M8,Cuma,09:45,10:35,CK.SCOLA.107
201720,ENG,B2,M8,Pazartesi,09:45,10:35,CK.SCOLA.107
201720,ENG,B2,M8,Cuma,08:40,09:30,CK.SCOLA.107
201720,ENG,B2,M8,Pazartesi,08:40,09:30,CK.SCOLA.107
201720,ENG,B2,M7,Perşembe,15:45,16:35,CK.SCOLA.106
201720,ENG,B2,M7,Perşembe,14:45,15:35,CK.SCOLA.106
201720,ENG,B2,M7,Perşembe,13:45,14:35,CK.SCOLA.106
201720,ENG,B2,M7,Perşembe,11:45,12:35,CK.SCOLA.106
201720,ENG,B2,M7,Perşembe,10:45,11:35,CK.SCOLA.106
201720,ENG,B2,M7,Çarşamba,10:45,11:35,CK.SCOLA.106
201720,ENG,B2,M7,Çarşamba,09:45,10:35,CK.SCOLA.106
201720,ENG,B2,M7,Çarşamba,08:40,09:30,CK.SCOLA.106
201720,ENG,B2,M7,Salı,15:45,16:35,CK.SCOLA.106
201720,ENG,B2,M7,Salı,14:45,15:35,CK.SCOLA.106
201720,ENG,B2,M7,Salı,13:45,14:35,CK.SCOLA.106
201720,ENG,B2,M7,Salı,12:45,13:35,CK.SCOLA.106
201720,ENG,B2,M7,Cuma,11:45,12:35,CK.SCOLA.106
201720,ENG,B2,M7,Pazartesi,11:45,12:35,CK.SCOLA.106
201720,ENG,B2,M7,Cuma,10:45,11:35,CK.SCOLA.106
201720,ENG,B2,M7,Pazartesi,10:45,11:35,CK.SCOLA.106
201720,ENG,B2,M7,Cuma,09:45,10:35,CK.SCOLA.106
201720,ENG,B2,M7,Pazartesi,09:45,10:35,CK.SCOLA.106
201720,ENG,B2,M7,Cuma,08:40,09:30,CK.SCOLA.106
201720,ENG,B2,M7,Pazartesi,08:40,09:30,CK.SCOLA.106
201720,ENG,B2,M6,Cuma,11:45,12:35,CK.SCOLA.105
201720,ENG,B2,M6,Cuma,10:45,11:35,CK.SCOLA.105
201720,ENG,B2,M6,Cuma,09:45,10:35,CK.SCOLA.105
201720,ENG,B2,M6,Cuma,08:40,09:30,CK.SCOLA.105
201720,ENG,B2,M6,Pazartesi,11:45,12:35,CK.SCOLA.105
201720,ENG,B2,M6,Pazartesi,10:45,11:35,CK.SCOLA.105
201720,ENG,B2,M6,Pazartesi,09:45,10:35,CK.SCOLA.105
201720,ENG,B2,M6,Pazartesi,08:40,09:30,CK.SCOLA.105
201720,ENG,B2,M6,Perşembe,15:45,16:35,CK.SCOLA.105
201720,ENG,B2,M6,Salı,15:45,16:35,CK.SCOLA.105
201720,ENG,B2,M6,Perşembe,14:45,15:35,CK.SCOLA.105
201720,ENG,B2,M6,Salı,14:45,15:35,CK.SCOLA.105
201720,ENG,B2,M6,Perşembe,13:45,14:35,CK.SCOLA.105
201720,ENG,B2,M6,Salı,13:45,14:35,CK.SCOLA.105
201720,ENG,B2,M6,Perşembe,12:45,13:35,CK.SCOLA.105
201720,ENG,B2,M6,Salı,12:45,13:35,CK.SCOLA.105
201720,ENG,B2,M6,Çarşamba,11:45,12:35,CK.SCOLA.105
201720,ENG,B2,M6,Çarşamba,10:45,11:35,CK.SCOLA.105
201720,ENG,B2,M6,Çarşamba,09:45,10:35,CK.SCOLA.105
201720,ENG,B2,M6,Çarşamba,08:40,09:30,CK.SCOLA.105
201720,ENG,B2,M12,Pazartesi,11:45,12:35,CK.SCOLA.111
201720,ENG,B2,M12,Cuma,10:45,11:35,CK.SCOLA.111
201720,ENG,B2,M12,Pazartesi,10:45,11:35,CK.SCOLA.111
201720,ENG,B2,M12,Cuma,09:45,10:35,CK.SCOLA.111
201720,ENG,B2,M12,Pazartesi,09:45,10:35,CK.SCOLA.111
201720,ENG,B2,M12,Cuma,08:40,09:30,CK.SCOLA.111
201720,ENG,B2,M12,Pazartesi,08:40,09:30,CK.SCOLA.111
201720,ENG,A2,E1,Çarşamba,15:45,16:35,CK.SCOLA.111
201720,ENG,A2,E1,Çarşamba,14:45,15:35,CK.SCOLA.111
201720,ENG,A2,E1,Çarşamba,13:45,14:35,CK.SCOLA.111
201720,ENG,A2,E1,Çarşamba,12:45,13:35,CK.SCOLA.111
201720,ENG,A2,E1,Perşembe,11:45,12:35,CK.SCOLA.111
201720,ENG,A2,E1,Perşembe,10:45,11:35,CK.SCOLA.111
201720,ENG,A2,E1,Perşembe,09:45,10:35,CK.SCOLA.111
201720,ENG,A2,E1,Perşembe,08:40,09:30,CK.SCOLA.111
201720,ENG,A2,E1,Pazartesi,15:45,16:35,CK.SCOLA.111
201720,ENG,A2,E1,Pazartesi,14:45,15:35,CK.SCOLA.111
201720,ENG,A2,E1,Pazartesi,13:45,14:35,CK.SCOLA.111
201720,ENG,A2,E1,Pazartesi,12:45,13:35,CK.SCOLA.111
201720,ENG,A2,E1,Salı,11:45,12:35,CK.SCOLA.111
201720,ENG,A2,E1,Salı,10:45,11:35,CK.SCOLA.111
201720,ENG,A2,E1,Salı,09:45,10:35,CK.SCOLA.111
201720,ENG,A2,E1,Salı,08:40,09:30,CK.SCOLA.111
201720,ENG,B2,M11,Salı,15:45,16:35,CK.SCOLA.110
201720,ENG,B2,M11,Salı,14:45,15:35,CK.SCOLA.110
201720,ENG,B2,M11,Perşembe,15:45,16:35,CK.SCOLA.110
201720,ENG,B2,M11,Perşembe,14:45,15:35,CK.SCOLA.110
201720,ENG,B2,M11,Perşembe,13:45,14:35,CK.SCOLA.110
201720,ENG,B2,M11,Perşembe,12:45,13:35,CK.SCOLA.110
201720,ENG,B2,M11,Çarşamba,11:45,12:35,CK.SCOLA.110
201720,ENG,B2,M11,Çarşamba,10:45,11:35,CK.SCOLA.110
201720,ENG,B2,M11,Çarşamba,09:45,10:35,CK.SCOLA.110
201720,ENG,B2,M11,Çarşamba,08:40,09:30,CK.SCOLA.110
201720,ENG,B2,M11,Salı,13:45,14:35,CK.SCOLA.110
201720,ENG,B2,M11,Salı,12:45,13:35,CK.SCOLA.110
201720,ENG,B2,M11,Cuma,11:45,12:35,CK.SCOLA.110
201720,ENG,B2,M11,Pazartesi,11:45,12:35,CK.SCOLA.110
201720,ENG,B2,M11,Cuma,10:45,11:35,CK.SCOLA.110
201720,ENG,B2,M11,Pazartesi,10:45,11:35,CK.SCOLA.110
201720,ENG,B2,M11,Cuma,09:45,10:35,CK.SCOLA.110
201720,ENG,B2,M11,Pazartesi,09:45,10:35,CK.SCOLA.110
201720,ENG,B2,M11,Cuma,08:40,09:30,CK.SCOLA.110
201720,ENG,B2,M11,Pazartesi,08:40,09:30,CK.SCOLA.110
201720,ENG,B2,E3,Perşembe,15:45,16:35,CK.SCOLA.G05
201720,ENG,B2,E3,Salı,15:45,16:35,CK.SCOLA.G05
201720,ENG,B2,E3,Perşembe,14:45,15:35,CK.SCOLA.G05
201720,ENG,B2,E3,Salı,14:45,15:35,CK.SCOLA.G05
201720,ENG,B2,E3,Perşembe,13:45,14:35,CK.SCOLA.G05
201720,ENG,B2,E3,Salı,13:45,14:35,CK.SCOLA.G05
201720,ENG,B2,E3,Perşembe,12:45,13:35,CK.SCOLA.G05
201720,ENG,B2,E3,Salı,12:45,13:35,CK.SCOLA.G05
201720,ENG,B2,E3,Çarşamba,11:45,12:35,CK.SCOLA.G05
201720,ENG,B2,E3,Pazartesi,11:45,12:35,CK.SCOLA.G05
201720,ENG,B2,E3,Çarşamba,10:45,11:35,CK.SCOLA.G05
201720,ENG,B2,E3,Pazartesi,10:45,11:35,CK.SCOLA.G05
201720,ENG,B2,E3,Çarşamba,09:45,10:35,CK.SCOLA.G05
201720,ENG,B2,E3,Pazartesi,09:45,10:35,CK.SCOLA.G05
201720,ENG,B2,E3,Çarşamba,08:40,09:30,CK.SCOLA.G05
201720,ENG,B2,E3,Pazartesi,08:40,09:30,CK.SCOLA.G05
201720,ENG,B2,E4,Perşembe,15:45,16:35,CK.SCOLA.G06
201720,ENG,B2,E4,Salı,15:45,16:35,CK.SCOLA.G06
201720,ENG,B2,E4,Perşembe,14:45,15:35,CK.SCOLA.G06
201720,ENG,B2,E4,Salı,14:45,15:35,CK.SCOLA.G06
201720,ENG,B2,E4,Perşembe,13:45,14:35,CK.SCOLA.G06
201720,ENG,B2,E4,Salı,13:45,14:35,CK.SCOLA.G06
201720,ENG,B2,E4,Perşembe,12:45,13:35,CK.SCOLA.G06
201720,ENG,B2,E4,Salı,12:45,13:35,CK.SCOLA.G06
201720,ENG,B2,E4,Çarşamba,11:45,12:35,CK.SCOLA.G06
201720,ENG,B2,E4,Pazartesi,11:45,12:35,CK.SCOLA.G06
201720,ENG,B2,E4,Çarşamba,10:45,11:35,CK.SCOLA.G06
201720,ENG,B2,E4,Pazartesi,10:45,11:35,CK.SCOLA.G06
201720,ENG,B2,E4,Çarşamba,09:45,10:35,CK.SCOLA.G06
201720,ENG,B2,E4,Pazartesi,09:45,10:35,CK.SCOLA.G06
201720,ENG,B2,E4,Çarşamba,08:40,09:30,CK.SCOLA.G06
201720,ENG,B2,E4,Pazartesi,08:40,09:30,CK.SCOLA.G06
201720,ENG,B2,E1,Perşembe,15:45,16:35,CK.SCOLA.G03
201720,ENG,B2,E1,Salı,15:45,16:35,CK.SCOLA.G03
201720,ENG,B2,E1,Perşembe,14:45,15:35,CK.SCOLA.G03
201720,ENG,B2,E1,Salı,14:45,15:35,CK.SCOLA.G03
201720,ENG,B2,E1,Perşembe,13:45,14:35,CK.SCOLA.G03
201720,ENG,B2,E1,Salı,13:45,14:35,CK.SCOLA.G03
201720,ENG,B2,E1,Perşembe,12:45,13:35,CK.SCOLA.G03
201720,ENG,B2,E1,Salı,12:45,13:35,CK.SCOLA.G03
201720,ENG,B2,E1,Çarşamba,11:45,12:35,CK.SCOLA.G03
201720,ENG,B2,E1,Pazartesi,11:45,12:35,CK.SCOLA.G03
201720,ENG,B2,E1,Çarşamba,10:45,11:35,CK.SCOLA.G03
201720,ENG,B2,E1,Pazartesi,10:45,11:35,CK.SCOLA.G03
201720,ENG,B2,E1,Çarşamba,09:45,10:35,CK.SCOLA.G03
201720,ENG,B2,E1,Pazartesi,09:45,10:35,CK.SCOLA.G03
201720,ENG,B2,E1,Çarşamba,08:40,09:30,CK.SCOLA.G03
201720,ENG,B2,E1,Pazartesi,08:40,09:30,CK.SCOLA.G03
201720,ENG,B2,E2,Çarşamba,11:45,12:35,CK.SCOLA.G04
201720,ENG,B2,E2,Çarşamba,10:45,11:35,CK.SCOLA.G04
201720,ENG,B2,E2,Çarşamba,09:45,10:35,CK.SCOLA.G04
201720,ENG,B2,E2,Çarşamba,08:40,09:30,CK.SCOLA.G04
201720,ENG,B2,E2,Perşembe,15:45,16:35,CK.SCOLA.G04
201720,ENG,B2,E2,Salı,15:45,16:35,CK.SCOLA.G04
201720,ENG,B2,E2,Perşembe,14:45,15:35,CK.SCOLA.G04
201720,ENG,B2,E2,Salı,14:45,15:35,CK.SCOLA.G04
201720,ENG,B2,E2,Salı,13:45,14:35,CK.SCOLA.G04
201720,ENG,B2,E2,Perşembe,12:45,13:35,CK.SCOLA.G04
